Unnamed: 0,unmasked_text,masked_text,privacy_mask,bio_labels
293,"Need a East Jed property's legal documentation. Contact person: Coralie Hermiston, Ph: 0001.10919471, or Email Josiane71@hotmail.com, or DM @eastjedsocal..","Need a [CITY_1] property's legal documentation. Contact person: [FIRSTNAME_1] [LASTNAME_1], Ph: [PHONENUMBER_1], or Email [EMAIL_1], or DM [USERNAME_1]..","{'[CITY_1]': 'East Jed', '[FIRSTNAME_1]': 'Coralie', '[LASTNAME_1]': 'Hermiston', '[PHONENUMBER_1]': '0001.10919471', '[EMAIL_1]': 'Josiane71@hotmail.com', '[USERNAME_1]': '@eastjedsocal'}","['O', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'B-LASTNAME_1', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'B-USERNAME_1']"
294,Diagnostic tool for my car is not responding. The vehicle's VIN is ND4PMLV4ZARP42585 and VRM is DI68FAH. There's no response on 2318 059 2606 as well,Diagnostic tool for my car is not responding. The vehicle's VIN is [VEHICLEVIN_1] and VRM is [VEHICLEVRM_1]. There's no response on [PHONENUMBER_1] as well,"{'[VEHICLEVIN_1]': 'ND4PMLV4ZARP42585', '[VEHICLEVRM_1]': 'DI68FAH', '[PHONENUMBER_1]': '2318 059 2606'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICLEVIN_1', 'O', 'O', 'O', 'B-VEHICLEVRM_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O']"
295,"Franchise 9957029551439102 at Kshlerin Cove, Hayden, showing unrecorded transactions. Please validate at +63.97-501 5218 using 9995 for secure access.","Franchise [CREDITCARDNUMBER_1] at [STREET_1], [MIDDLENAME_1], showing unrecorded transactions. Please validate at [PHONENUMBER_1] using [PIN_1] for secure access.","{'[CREDITCARDNUMBER_1]': '9957029551439102', '[STREET_1]': 'Kshlerin Cove', '[MIDDLENAME_1]': 'Hayden', '[PHONENUMBER_1]': '+63.97-501 5218', '[PIN_1]': '9995'}","['O', 'B-CREDITCARDNUMBER_1', 'O', 'B-STREET_1', 'I-STREET_1', 'B-MIDDLENAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-PIN_1', 'O', 'O', 'O']"
296,Patient case- 75680276229: Diagnosed with a collapsed disc in the spine. Is currently 149cm. Will require multiple sessions. ₨ will be required per session. Please contact on +866.045.929 0550.,Patient case- [SSN_1]: Diagnosed with a [MEDICAL_1] in the spine. Is currently [HEIGHT_1]. Will require multiple sessions. [CURRENCYSYMBOL_1] will be required per session. Please contact on [PHONENUMBER_1].,"{'[SSN_1]': '75680276229', '[MEDICAL_1]': 'collapsed disc', '[HEIGHT_1]': '149cm', '[CURRENCYSYMBOL_1]': '₨', '[PHONENUMBER_1]': '+866'}","['O', 'O', 'B-SSN_1', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'O', 'O', 'B-HEIGHT_1', 'O', 'O', 'O', 'O', 'B-CURRENCYSYMBOL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
297,"Hey team, I need to schedule a physical therapy session for Jillian Kozey. She's a 61 years Female from West Art. I need someone who specializes in seniors' therapy. Respond to confirm or contact me at +645-350.168-5312.","Hey team, I need to schedule [MEDICAL_1] session for [FIRSTNAME_1] [LASTNAME_1]. She's a [AGE_1] [SEX_1] from [CITY_1]. I need someone who specializes in [JOBAREA_1]. Respond to confirm or contact me at [PHONENUMBER_1].","{'[MEDICAL_1]': 'a physical therapy', '[FIRSTNAME_1]': 'Jillian', '[LASTNAME_1]': 'Kozey', '[AGE_1]': '61', '[SEX_1]': 'years Female', '[CITY_1]': 'West Art', '[JOBAREA_1]': ""seniors' therapy"", '[PHONENUMBER_1]': '+645-350'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'B-FIRSTNAME_1', 'B-LASTNAME_1', 'O', 'O', 'B-AGE_1', 'B-SEX_1', 'I-SEX_1', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'I-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
298,"Hello Miles. Just want to update our company, Ernser - Becker's change management plan. Feel free to reach me on my new number (95) 2600-9158 or Elliot10@gmail.com.","Hello [FIRSTNAME_1]. Just want to update our company, [COMPANYNAME_1]'s change management plan. Feel free to reach me on my new number [PHONENUMBER_1] or [EMAIL_1].","{'[FIRSTNAME_1]': 'Miles', '[COMPANYNAME_1]': 'Ernser - Becker', '[PHONENUMBER_1]': '(95) 2600-9158', '[EMAIL_1]': 'Elliot10@gmail'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1']"
299,How is the effectiveness of the reflexology therapy? You can send the details to +31-975-008 4700 or Gilda84@gmail.com. Do mention about costs.,How is the effectiveness of the [MEDICAL_1]? You can send the details to [PHONENUMBER_1] or [EMAIL_1]. Do mention about costs.,"{'[MEDICAL_1]': 'reflexology therapy', '[PHONENUMBER_1]': '+31-975-008 4700', '[EMAIL_1]': 'Gilda84@gmail.com'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O']"
1099,"Rosemary.King27, do you think your experience as a Solutions specialist would contribute to our work in psycho-oncology? We're reachable at https://evergreen-hug.info and 099 337-6244.","[USERNAME_1], do you think your experience as a [JOBAREA_1] specialist would contribute to our work in [MEDICAL_1]? We're reachable at [URL_1] and [PHONENUMBER_1].","{'[USERNAME_1]': 'Rosemary.King27', '[JOBAREA_1]': 'Solutions', '[MEDICAL_1]': 'psycho-oncology', '[URL_1]': 'https://evergreen-hug.info', '[PHONENUMBER_1]': '099 337-6244'}","['B-USERNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'O', 'O', 'O', 'B-URL_1', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1100,"Hello, as Direct Security Assistant in Saxony, you are invited to attend a workshop on Transformational Leadership in Education, scheduled to take place at the main Conference Hall at Apt. 318. Please confirm attendance to 046.1458029.","Hello, as [JOBTITLE_1] in [STATE_1], you are invited to attend a [ORGANIZATION_1], scheduled to take place at the main Conference Hall at [BUILDINGNUMBER_1]. Please confirm attendance to [PHONENUMBER_1].","{'[JOBTITLE_1]': 'Direct Security Assistant', '[STATE_1]': 'Saxony', '[ORGANIZATION_1]': 'workshop on Transformational Leadership in Education', '[BUILDINGNUMBER_1]': 'Apt. 318', '[PHONENUMBER_1]': '046.1458029'}","['O', 'O', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'O', 'B-STATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'I-BUILDINGNUMBER_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1101,"Safety incident reported on Funk Expressway at 12:35, please redirect all communications to 02348 32889. Personal Loan Account has been alerted.","Safety incident reported on [STREET_1] at [TIME_1], please redirect all communications to [PHONENUMBER_1]. [ACCOUNTNAME_1] has been alerted.","{'[STREET_1]': 'Funk Expressway', '[TIME_1]': '12:35', '[PHONENUMBER_1]': '02348 32889', '[ACCOUNTNAME_1]': 'Personal Loan Account'}","['O', 'O', 'O', 'O', 'B-STREET_1', 'I-STREET_1', 'O', 'B-TIME_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'B-ACCOUNTNAME_1', 'I-ACCOUNTNAME_1', 'I-ACCOUNTNAME_1', 'O', 'O', 'O']"
1102,We offer telemedicine to 24408-7904 residents. Contact us on (840).7826633 for more information.,We offer telemedicine to [ZIPCODE_1] residents. Contact us on [PHONENUMBER_1] for more information.,"{'[ZIPCODE_1]': '24408-7904', '[PHONENUMBER_1]': '(840).7826633'}","['O', 'O', 'O', 'O', 'B-ZIPCODE_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O']"
1103,"Dermatology Clinic Confirmation: Name - Austin, Date - 1953-03-07T06:11:38.984Z, Time - 10:00 AM. If you need help, reach us on 08112.980430.","[ORGANIZATION_1] Confirmation: Name - [FIRSTNAME_1], Date - [DATE_1], Time - 10:00 AM. If you need help, reach us on [PHONENUMBER_1].","{'[ORGANIZATION_1]': 'Dermatology Clinic', '[FIRSTNAME_1]': 'Austin', '[DATE_1]': '1953-03-07T06:11:38.984Z', '[PHONENUMBER_1]': '08112.980430'}","['B-ORGANIZATION_1', 'I-ORGANIZATION_1', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1104,We are conducting a study in Accounts to understand the nutritional intake of school children. For further information please contact the Consultant of our team on this mobile number (12).2475 9317.,We are conducting a study in [JOBAREA_1] to understand the nutritional intake of school children. For further information please contact the [JOBTITLE_1] of our team on this mobile number [PHONENUMBER_1].,"{'[JOBAREA_1]': 'Accounts', '[JOBTITLE_1]': 'Consultant', '[PHONENUMBER_1]': '(12).2475 9317'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBTITLE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1105,"Dear Adolf, we have recently upgraded our diagnostic software which detected a login from an unfamiliar IP: 97.52.3.104. If unfamiliar, contact us at +130-962.105-8079.","Dear [FIRSTNAME_1], we have recently upgraded our diagnostic software which detected a login from an unfamiliar IP: [IPV4_1]. If unfamiliar, contact us at [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Adolf', '[IPV4_1]': '97.52.3.104', '[PHONENUMBER_1]': '+130-962.105-8079'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IPV4_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1106,"Dr. Nelda, your advice on Anastacioville market landscape can be pivotal. Call us on (54).9364-3209 or +43-907.845.7016.","[PREFIX_1] [LASTNAME_1], your advice on [CITY_1] market landscape can be pivotal. Call us on [PHONENUMBER_1] or [PHONENUMBER_1].","{'[PREFIX_1]': 'Dr.', '[LASTNAME_1]': 'Nelda', '[CITY_1]': 'Anastacioville', '[PHONENUMBER_1]': '(54).9364-3209', '[PHONENUMBER_1]': '+43-907.845.7016'}","['B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'B-CITY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O']"
1107,"Our annual visit to the Abruzzo museum is just around the corner. Get your child ready to learn about history and art! For any doubts or queries, you can contact us on the following number: 016-5409.4590.","Our annual visit to the [STATE_1] museum is just around the corner. Get your child ready to learn about history and art! For any doubts or queries, you can contact us on the following number: [PHONENUMBER_1].","{'[STATE_1]': 'Abruzzo', '[PHONENUMBER_1]': '016-5409.4590'}","['O', 'O', 'O', 'O', 'O', 'B-STATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1108,"Literacy program starts on 23/03/1935. Event details sent to your email, Brionna_Kirlin77@gmail.com. For queries, contact 02-75.74-09-41.","[ORGANIZATION_1] starts on [DATE_1]. Event details sent to your email, [EMAIL_1]. For queries, contact [PHONENUMBER_1].","{'[ORGANIZATION_1]': 'Literacy program', '[DATE_1]': '23/03/1935', '[EMAIL_1]': 'Brionna_Kirlin77@gmail.com', '[PHONENUMBER_1]': '02-75.74-09-41'}","['B-ORGANIZATION_1', 'I-ORGANIZATION_1', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1109,"Re: Trademark dispute of Johnston and Sons. Complaint has been lodged in Borders, Wisconsin court. Opposition's attorney Vinnie can be reached at 0560-76066548. For settlement details, connect with our in-house attorney at Garett64@yahoo.com.","Re: Trademark dispute of [COMPANYNAME_1]. Complaint has been lodged in [COUNTY_1], [STATE_1] court. Opposition's attorney [FIRSTNAME_1] can be reached at [PHONENUMBER_1]. For settlement details, connect with our in-house attorney at [EMAIL_1].","{'[COMPANYNAME_1]': 'Johnston and Sons', '[COUNTY_1]': 'Borders', '[STATE_1]': 'Wisconsin', '[FIRSTNAME_1]': 'Vinnie', '[PHONENUMBER_1]': '0560-76066548', '[EMAIL_1]': 'Garett64@yahoo.com'}","['O', 'O', 'O', 'O', 'B-COMPANYNAME_1', 'I-COMPANYNAME_1', 'I-COMPANYNAME_1', 'O', 'O', 'O', 'O', 'O', 'B-COUNTY_1', 'B-STATE_1', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1']"
1110,"Dear Nikki, based on your account number 29407041, we have dispatched the medication for you. For any queries, please feel free to reach us at 02892-245905.","Dear [FIRSTNAME_1], based on your account number [ACCOUNTNUMBER_1], we have dispatched the [MEDICAL_1] for you. For any queries, please feel free to reach us at [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Nikki', '[ACCOUNTNUMBER_1]': '29407041', '[MEDICAL_1]': 'medication', '[PHONENUMBER_1]': '02892-245905'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER_1', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1111,"Rupert, your request as the Central Quality Strategist has been processed. Softcopy materials will be sent to your Wyman14@yahoo.com. For other queries, call us on +00-194-409.1007","[FIRSTNAME_1], your request as the [JOBTITLE_1] has been processed. Softcopy materials will be sent to your [EMAIL_1]. For other queries, call us on [PHONENUMBER_1]","{'[FIRSTNAME_1]': 'Rupert', '[JOBTITLE_1]': 'Central Quality Strategist', '[EMAIL_1]': 'Wyman14@yahoo.com', '[PHONENUMBER_1]': '+00-194-409.1007'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1112,"Hello Mrs. Nikolaus, we've found a missing document related to the Zackaryfurt city ordinance against Konopelski - Kutch. Please send it ASAP. Call us at 044 346.2730 for more information.","Hello [PREFIX_1] [LASTNAME_1], we've found a missing document related to the [CITY_1] city ordinance against [COMPANYNAME_1]. Please send it ASAP. Call us at [PHONENUMBER_1] for more information.","{'[PREFIX_1]': '', '[LASTNAME_1]': 'Mrs. Nikolaus', '[CITY_1]': 'Zackaryfurt', '[COMPANYNAME_1]': 'Konopelski - Kutch', '[PHONENUMBER_1]': '044 346.2730'}","['B-PREFIX_1', 'B-LASTNAME_1', 'I-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY_1', 'O', 'O', 'O', 'B-COMPANYNAME_1', 'I-COMPANYNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O']"
1113,"Just a quick memo that the change management training for Infrastructure department will be on August 25, 1933 at 13. Contact Amelie on 9544 384 3751 or Riley_Klocko@yahoo.com for any concerns.",Just a quick memo that the change management training for [JOBAREA_1] department will be on [DATE_1] at [TIME_1]. Contact [FIRSTNAME_1] on [PHONENUMBER_1] or [EMAIL_1] for any concerns.,"{'[JOBAREA_1]': 'Infrastructure', '[DATE_1]': 'August 25, 1933', '[TIME_1]': '13', '[FIRSTNAME_1]': 'Amelie', '[PHONENUMBER_1]': '9544 384 3751', '[EMAIL_1]': 'Riley_Klocko@yahoo.com'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'B-DATE_1', 'I-DATE_1', 'I-DATE_1', 'O', 'B-TIME_1', 'O', 'B-FIRSTNAME_1', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1', 'O', 'O', 'O']"
1114,"Concepcion Kovacek has a scheduled oncology appointment. Make sure that her contact information (89-578048-125375-0, 1156 401 8454) is well noted.","[FIRSTNAME_1] [LASTNAME_1] has a scheduled [MEDICAL_1] appointment. Make sure that her contact information ([PHONEIMEI_1], [PHONENUMBER_1]) is well noted.","{'[FIRSTNAME_1]': '', '[LASTNAME_1]': 'Concepcion Kovacek', '[MEDICAL_1]': 'oncology', '[PHONEIMEI_1]': '89-578048-125375-0', '[PHONENUMBER_1]': '1156 401 8454'}","['B-LASTNAME_1', 'I-LASTNAME_1', 'O', 'O', 'O', 'B-MEDICAL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONEIMEI_1', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O']"
1115,"1. Request for legal aid regarding Civil Rights violation. Anya Kennedy Quigley, Female living in Monroe County, New York born 1913-08-17T09:30:46.616Z. Contact on 010 6502-9794 or Sierra_White66@hotmail.com. Legal docs can be sent to Casper Loaf 36782, Suite 328, 84832-9164.","1. Request for legal aid regarding Civil Rights violation. [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], [SEX_1] living in [COUNTY_1], [STATE_1] born [DOB_1]. Contact on [PHONENUMBER_1] or [EMAIL_1]. Legal docs can be sent to [STREET_1] [BUILDINGNUMBER_1], [BUILDINGNUMBER_1], [ZIPCODE_1].","{'[FIRSTNAME_1]': '', '[MIDDLENAME_1]': '', '[LASTNAME_1]': '', '[SEX_1]': 'Anya Kennedy Quigley, Female', '[COUNTY_1]': '', '[STATE_1]': 'Monroe County, New York', '[DOB_1]': '1913-08-17T09:30:46.616Z', '[PHONENUMBER_1]': '010 6502-9794', '[EMAIL_1]': 'Sierra_White66@hotmail.com', '[STREET_1]': 'Casper Loaf 36782', '[BUILDINGNUMBER_1]': 'Suite 328', '[ZIPCODE_1]': '84832-9164'}","['B-COUNTY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SEX_1', 'I-SEX_1', 'I-SEX_1', 'I-SEX_1', 'O', 'O', 'B-STATE_1', 'I-STATE_1', 'I-STATE_1', 'I-STATE_1', 'O', 'B-DOB_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-STREET_1', 'I-STREET_1', 'I-STREET_1', 'B-BUILDINGNUMBER_1', 'I-BUILDINGNUMBER_1', 'O', 'O', 'B-ZIPCODE_1']"
1116,"I am Alanis Reese, principal of the school. Feel free to contact me anytime at +02-866 679.1057 or Haylie_Lakin81@gmail.com. Keeping open channels of communication will benefit us all, especially our students.","I am [FIRSTNAME_1] [MIDDLENAME_1], [JOBTITLE_1] of the school. Feel free to contact me anytime at [PHONENUMBER_1] or [EMAIL_1]. Keeping open channels of communication will benefit us all, especially our students.","{'[FIRSTNAME_1]': 'Alanis', '[MIDDLENAME_1]': 'Reese', '[JOBTITLE_1]': 'principal', '[PHONENUMBER_1]': '+02-866 679.1057', '[EMAIL_1]': 'Haylie_Lakin81@gmail.com'}","['O', 'O', 'B-FIRSTNAME_1', 'B-MIDDLENAME_1', 'B-JOBTITLE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1117,"Hello Ms. Wolf, Hope you are doing great. We could use your expert input in organizing new extracurricular activities. If you are interested, do call us at (485)-5021789.","Hello [PREFIX_1] [LASTNAME_1], Hope you are doing great. We could use your expert input in organizing new extracurricular activities. If you are interested, do call us at [PHONENUMBER_1].","{'[PREFIX_1]': 'Ms', '[LASTNAME_1]': 'Wolf', '[PHONENUMBER_1]': '(485)-5021789'}","['O', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1118,"For the upcoming camping trip, we will be setting up our camp at Northwest and exploring trails nearby. A detailed itinerary will be shared soon on the school website. Contact us for any queries at 5355.922 8426.","For the upcoming camping trip, we will be setting up our camp at [ORDINALDIRECTION_1] and exploring trails nearby. A detailed itinerary will be shared soon on the school website. Contact us for any queries at [PHONENUMBER_1].","{'[ORDINALDIRECTION_1]': 'Northwest', '[PHONENUMBER_1]': '5355.922 8426'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINALDIRECTION_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1119,"Rosalia.Carroll34, your online training on Individualized Education Programs (IEPs) starts at 18:57. Use this link: https://acrobatic-contrast.info. Any issues, call us on (934)-9649598.","[USERNAME_1], your online training [ORGANIZATION_1] starts at [TIME_1]. Use this link: [URL_1]. Any issues, call us on [PHONENUMBER_1].","{'[USERNAME_1]': 'Rosalia.Carroll34', '[ORGANIZATION_1]': 'on Individualized Education Programs (IEPs)', '[TIME_1]': '18:57', '[URL_1]': 'https://acrobatic-contrast.info', '[PHONENUMBER_1]': '(934)-9649598'}","['B-USERNAME_1', 'O', 'O', 'O', 'B-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'O', 'O', 'B-TIME_1', 'O', 'O', 'O', 'B-URL_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1121,"Dear, Mr. Boehm. Please make note of Ethelyn11 misbehaviour in today's class. We have to notify the parent with this contact number (26).6842-1909 about the situation. Also, remember to keep the conversation observational and objective.","Dear, [PREFIX_1] [LASTNAME_1]. Please make note of [USERNAME_1] misbehaviour in today's class. We have to notify the parent with this contact number [PHONENUMBER_1] about the situation. Also, remember to keep the conversation observational and objective.","{'[PREFIX_1]': 'Mr', '[LASTNAME_1]': 'Boehm', '[USERNAME_1]': 'Ethelyn11', '[PHONENUMBER_1]': '(26).6842-1909'}","['O', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'B-USERNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1122,"Hi Mrs. Larson, we are glad to inform you about an upcoming group session on Humanistic Therapy, taking place on 02/11/1954 in Fort Tommie. We hope to see you there. Reach out to us at Dayna.Turner@hotmail.com or through 05808.326654 for further details.","Hi [PREFIX_1] [LASTNAME_1], we are glad to inform you about an upcoming group session on [MEDICAL_1], taking place on [DATE_1] in [CITY_1]. We hope to see you there. Reach out to us at [EMAIL_1] or through [PHONENUMBER_1] for further details.","{'[PREFIX_1]': 'Mrs', '[LASTNAME_1]': 'Larson', '[MEDICAL_1]': 'Humanistic Therapy', '[DATE_1]': '02/11/1954', '[CITY_1]': 'Fort Tommie', '[EMAIL_1]': 'Dayna.Turner@hotmail.com', '[PHONENUMBER_1]': '05808.326654'}","['O', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'B-DATE_1', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O']"
1123,"Legal representation granted to Elena Windler, injured on 19/01/2016. Claims lodged against the driver of the vehicle BN50ODN. Reach out at 018-016.1726 or email at Jerad.Kiehn@gmail.com for further queries.","Legal representation granted to [FIRSTNAME_1] [LASTNAME_1], injured on [DATE_1]. Claims lodged against the driver of the vehicle [VEHICLEVRM_1]. Reach out at [PHONENUMBER_1] or email at [EMAIL_1] for further queries.","{'[FIRSTNAME_1]': '', '[LASTNAME_1]': 'Elena Windler', '[DATE_1]': '19/01/2016', '[VEHICLEVRM_1]': 'BN50ODN', '[PHONENUMBER_1]': '018-016.1726', '[EMAIL_1]': 'Jerad.Kiehn@gmail.com'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'B-LASTNAME_1', 'I-LASTNAME_1', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICLEVRM_1', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O']"
1124,"""Hello Ruthie, please provide the school with your students' emergency contact 07 7871.9803 and an additional Suite 866 by next week.""","""Hello [FIRSTNAME_1], please provide the school with your students' emergency contact [PHONENUMBER_1] and an additional [BUILDINGNUMBER_1] by next week.""","{'[FIRSTNAME_1]': 'Ruthie', '[PHONENUMBER_1]': '07 7871.9803', '[BUILDINGNUMBER_1]': 'Suite 866'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'I-BUILDINGNUMBER_1', 'O', 'O', 'O']"
