unmasked_text,masked_text,account_number,account_number_regex
Been meaning to discuss your Personal Loan Account ending with 51367658. The on-going procedure will cost about $88.2k. Tried to call your 78-674294-045497-5 but got no response. Let's meet in Apt. 650 for more clarity on the payment structure.,Been meaning to discuss your [ACCOUNTNAME_1] ending with [ACCOUNTNUMBER_1]. The on-going procedure will cost about [CURRENCYSYMBOL_1][AMOUNT_1]. Tried to call your [PHONEIMEI_1] but got no response. Let's meet in [SECONDARYADDRESS_1] for more clarity on the payment structure.,51367658,True
"Aniyah_Kshlerin-Champlin52, additional fees of 216.28kForint will be added to account 10145241 for further trade law consultation.","[USERNAME_1], additional fees of [AMOUNT_1][CURRENCY_1] will be added to account [ACCOUNTNUMBER_1] for further trade law consultation.",10145241,True
The profile Personal Loan Account (38088263) shows significant Male bias in psychometric tests. Check https://belated-repair.biz for details.,The profile [ACCOUNTNAME_1] ([ACCOUNTNUMBER_1]) shows significant [SEX_1] bias in psychometric tests. Check [URL_1] for details.,38088263,True
"Payment receipt for Leila: Your account (29501565 - Savings Account) was charged Swiss Franc 908.0936k for the psychological assessment session. If you notice any discrepancies, please contact us.","Payment receipt for [FIRSTNAME_1]: Your account ([ACCOUNTNUMBER_1] - [ACCOUNTNAME_1]) was charged [CURRENCY_1] [AMOUNT_1] for the psychological assessment session. If you notice any discrepancies, please contact us.",29501565,True
"Hi parents, should you have any queries or suggestions, don't hesitate to email me directly. Please do not send sensitive details like your 491 57 8145 or 97943828 in the email.","Hi parents, should you have any queries or suggestions, don't hesitate to email me directly. Please do not send sensitive details like your [SSN_1] or [ACCOUNTNUMBER_1] in the email.",97943828,False
"An inquiry into the practices of Schaden, Wehner and Mraz based on Morgan County regulations has been lodged. Case number 84998509.",An inquiry into the practices of [COMPANYNAME_1] based on [COUNTY_1] regulations has been lodged. Case number [ACCOUNTNUMBER_1].,84998509,False
"On board the Business Process Automation, we've noted an error with transaction 03112588. As Chief Operations Specialist, can you look into it? Submit your report to me through my VPN as my IP is 115.183.99.135.","On board the Business Process Automation, we've noted an error with transaction [ACCOUNTNUMBER_1]. As [JOBTITLE_1], can you look into it? Submit your report to me through my VPN as my IP is [IPV4_1].",3112588,False
"Hi Declan, as discussed we need your 48194126 to credit the refund of B/.911,070.39 to your Home Loan Account. Please confirm.","Hi [FIRSTNAME_1], as discussed we need your [ACCOUNTNUMBER_1] to credit the refund of [CURRENCYSYMBOL_1][AMOUNT_1] to your [ACCOUNTNAME_1]. Please confirm.",48194126,False
15. I am Corporate Usability Strategist needing to transfer N$580.4818k to account 46773547 under name Reagan.,15. I am [JOBTITLE_1] needing to transfer [CURRENCYSYMBOL_1][AMOUNT_1] to account [ACCOUNTNUMBER_1] under name [MIDDLENAME_1].,46773547,True
"Hi, this query pertains to Home Loan Account #87396516. Owes ₹0.000b in property taxes. Reach out to Elta Wolff at 03886.533720 for details.","Hi, this query pertains to [ACCOUNTNAME_1] #[ACCOUNTNUMBER_1]. Owes [CURRENCYSYMBOL_1][AMOUNT_1] in property taxes. Reach out to [FIRSTNAME_1] [LASTNAME_1] at [PHONENUMBER_1] for details.",87396516,True
"Dear Miss Nikolas, 

I hope this message finds you in the best of health. I'm writing to provide information on animal-assisted therapy in Joliet and how Bailey LLC plans to conduct these therapeutic sessions with the support of professional therapists and trained pets. Also, I'd like to touch upon the benefits, process, and expectations involved. 

Our sessions will primarily cover therapy involving dogs, which have been found to be highly effective in therapy. Therapy dogs range in size (from as small as 118cm meters) and breed, but all have a calm and patient disposition. To ensure the safety of our therapists and clients, each dog undergoes rigorous health screenings and checks. 

We would like to invite you for participating in our initial therapy sessions scheduled for 03/07/1918 at 11:43 AM. These therapy sessions would be carried out under the strict observance of the Manager Investor Usability Director, who are well trained and perfectly skilled for this job. 

In the light of the recent pandemic, we are also ensuring that these therapy sessions are carried out in compliance with COVID-19 regulations. Hence, you're kindly asked to pre-book your slot via this https://imperturbable-toy.com/ to ensure a safe atmosphere for all attendees. 

The cost per therapy session is R$0.1616m which can be transferred to our Home Loan Account with account number 88514759. Please note that all transactions must be made prior to your scheduled appointment.  

For further details about the therapy session or any other queries, please get in touch at 08.43-82 94-44 or send us an email at Brenda_Trantow96@hotmail.com. 

Thank you for your anticipated interest. We're looking forward to assisting you on your path to holistic wellness. 

Warm Regards, 
Marvin, Kiehn Inc","Dear [PREFIX_1] [FIRSTNAME_1], 

I hope this message finds you in the best of health. I'm writing to provide information on animal-assisted therapy in [CITY_1] and how [COMPANYNAME_1] plans to conduct these therapeutic sessions with the support of professional therapists and trained pets. Also, I'd like to touch upon the benefits, process, and expectations involved. 

Our sessions will primarily cover therapy involving dogs, which have been found to be highly effective in therapy. Therapy dogs range in size (from as small as [HEIGHT_1] meters) and breed, but all have a calm and patient disposition. To ensure the safety of our therapists and clients, each dog undergoes rigorous health screenings and checks. 

We would like to invite you for participating in our initial therapy sessions scheduled for [DATE_1] at [TIME_1]. These therapy sessions would be carried out under the strict observance of the [JOBTYPE_1] [JOBTITLE_1], who are well trained and perfectly skilled for this job. 

In the light of the recent pandemic, we are also ensuring that these therapy sessions are carried out in compliance with COVID-19 regulations. Hence, you're kindly asked to pre-book your slot via this [URL_1] to ensure a safe atmosphere for all attendees. 

The cost per therapy session is [CURRENCYSYMBOL_1][AMOUNT_1] which can be transferred to our [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1]. Please note that all transactions must be made prior to your scheduled appointment.  

For further details about the therapy session or any other queries, please get in touch at [PHONENUMBER_1] or send us an email at [EMAIL_1]. 

Thank you for your anticipated interest. We're looking forward to assisting you on your path to holistic wellness. 

Warm Regards, 
[LASTNAME_1], [COMPANYNAME_2]",88514759,True
21. Notice: Pending payment to NPR account 63146487 for 951963.14.,21. Notice: Pending payment to [CURRENCYCODE_1] account [ACCOUNTNUMBER_1] for [AMOUNT_1].,63146487,True
A customer just contacted us expressing his dissatisfaction regarding an overcharge on his account 32219899. He sent a screenshot of his bank statement from his bank with BIC SVEYDK5K. Please investigate this immediately and prepare a solution.,A customer just contacted us expressing his dissatisfaction regarding an overcharge on his account [ACCOUNTNUMBER_1]. He sent a screenshot of his bank statement from his bank with BIC [BIC_1]. Please investigate this immediately and prepare a solution.,32219899,True
"To the Operations Department, I'm using this account (Checking Account) to issue funds for Business Process Automation as approved by Addison. The 82809119 will be used for all transactions.","To the Operations Department, I'm using this account ([ACCOUNTNAME_1]) to issue funds for Business Process Automation as approved by [MIDDLENAME_1]. The [ACCOUNTNUMBER_1] will be used for all transactions.",82809119,True
"Dear Leilani, your consultation about trade law with our agency costs 108k Falkland Islands Pound. Kindly make the payment to account number: 34794509.","Dear [FIRSTNAME_1], your consultation about trade law with our agency costs [AMOUNT_1] [CURRENCY_1]. Kindly make the payment to account number: [ACCOUNTNUMBER_1].",34794509,True
The merger meeting will take place at the Suite 964 located at South Yorkshire in New York. It will focus predominantly on the account with the number 82005705 where the Ethereum transaction took place at 0x5ab05d4a56a4a232cd40babb50d5695ac7ecdec5.,The merger meeting will take place at the [SECONDARYADDRESS_1] located at [COUNTY_1] in [STATE_1]. It will focus predominantly on the account with the number [ACCOUNTNUMBER_1] where the Ethereum transaction took place at [ETHEREUMADDRESS_1].,82005705,True
"Meeting scheduled on 03:04 at 8977, Janis Orchard regarding legal framework review. Do bring Investment Account & 11673647 details.","Meeting scheduled on [TIME_1] at [BUILDINGNUMBER_1], [STREET_1] regarding legal framework review. Do bring [ACCOUNTNAME_1] & [ACCOUNTNUMBER_1] details.",11673647,True
"The account 22183721 held by Mariano92, identifying as FTM, requires updating.","The account [ACCOUNTNUMBER_1] held by [USERNAME_1], identifying as [GENDER_1], requires updating.",22183721,True
"For medical bill, please transfer ¥0.000b to account number 90238351, IBAN: SA4401757371206O1O414396. Account belongs to Personal Loan Account.","For medical bill, please transfer [CURRENCYSYMBOL_1][AMOUNT_1] to account number [ACCOUNTNUMBER_1], IBAN: [IBAN_1]. Account belongs to [ACCOUNTNAME_1].",90238351,True
"Please prepare a report on the sales performance of our franchise branches in North Dorristown and South Joany, using data from 56133117.","Please prepare a report on the sales performance of our franchise branches in [CITY_1] and [CITY_2], using data from [ACCOUNTNUMBER_1].",56133117,False
We detected a login from Ethereum Address 0xe36eadfdf2ce0e6216767fccd68f7334e25a60b2 on account 55474226 at 6:33 AM. Confirm your recent activities.,We detected a login from Ethereum Address [ETHEREUMADDRESS_1] on account [ACCOUNTNUMBER_1] at [TIME_1]. Confirm your recent activities.,55474226,True
"Your online therapy account is now setup. For your records, your account number 90558652 should be kept confidential. The IPV6 address logged during setup was e92c:fe39:b24e:33ac:4c6d:8fbd:30d2:94ee.","Your online therapy account is now setup. For your records, your account number [ACCOUNTNUMBER_1] should be kept confidential. The IPV6 address logged during setup was [IPV6_1].",90558652,True
The continuity team has updated the plan for our Northern Ireland site. The amendments will take effect after 3 o'clock. Ensure your 35716493 is up-to-date with valid 79671-0887.,The continuity team has updated the plan for our [STATE_1] site. The amendments will take effect after [TIME_1]. Ensure your [ACCOUNTNUMBER_1] is up-to-date with valid [ZIPCODE_1].,35716493,False
"Dear Mrs. Nicolette Smitham, I need a consultation regarding trade laws. My contact number is 2139 831-3041. Refer account number: 85765205 for billing.","Dear [PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], I need a consultation regarding trade laws. My contact number is [PHONENUMBER_1]. Refer account number: [ACCOUNTNUMBER_1] for billing.",85765205,True
"Request by Albert Bednar on 1987-11-11T13:36:35.731Z for tax forms related to Checking Account 34040500. Asked for information about tax deductions, and information about witholding rate. Forward request to Forward Brand Liaison.","Request by [FIRSTNAME_1] [LASTNAME_1] on [DATE_1] for tax forms related to [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. Asked for information about tax deductions, and information about witholding rate. Forward request to [JOBTITLE_1].",34040500,True
Have an issue with the online portal for maternal health services. Card issuer maestro declined the payment. Could you check if there's an issue with the 18672928?,Have an issue with the online portal for maternal health services. Card issuer [CREDITCARDISSUER_1] declined the payment. Could you check if there's an issue with the [ACCOUNTNUMBER_1]?,18672928,False
"We would like to confirm the transaction made to your account 52621731 under the name Personal Loan Account on 24th April. The amount of Malagasy Ariary 834.9k was transferred to the provided IBAN number FO7700542600602709. If this information is incorrect, kindly provide the correct data.","We would like to confirm the transaction made to your account [ACCOUNTNUMBER_1] under the name [ACCOUNTNAME_1] on [DATE_1]. The amount of [CURRENCY_1] [AMOUNT_1] was transferred to the provided IBAN number [IBAN_1]. If this information is incorrect, kindly provide the correct data.",52621731,True
"As per our discussion Yvette_Thompson, we have outsourced Web to O'Kon - Kihn. Moving forward, financial transactions will be managed using Home Loan Account (#07968348).","As per our discussion [USERNAME_1], we have outsourced [JOBAREA_1] to [COMPANYNAME_1]. Moving forward, financial transactions will be managed using [ACCOUNTNAME_1] (#[ACCOUNTNUMBER_1]).",7968348,True
"Please draft a will for Elta Borer. They want to leave their estate, that comprises of assets in their Investment Account with account number 52792781, to their son and daughter. Contact them via Daniella_Morar@yahoo.com for further details.","Please draft a will for [FIRSTNAME_1] [LASTNAME_1]. They want to leave their estate, that comprises of assets in their [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1], to their son and daughter. Contact them via [EMAIL_1] for further details.",52792781,True
"Our client at account number 16720975 requested a Bitcoin transfer to address 37KkT4NTiQMHajX6nymWxFh4idW2fZnt4K7GD9, but it failed. She requested immediate support, please make sure to help her as soon as possible.","Our client at account number [ACCOUNTNUMBER_1] requested a Bitcoin transfer to address [BITCOINADDRESS_1], but it failed. She requested immediate support, please make sure to help her as soon as possible.",16720975,True
"Dear Regional Program Analyst, based on our assessment, Agents need a training update. The details are on https://sardonic-bran.com/. Use account Checking Account, number: 33915755, and password: UaBcHhnWsSZO to access.","Dear [JOBTITLE_1], based on our assessment, [JOBTYPE_1]s need a training update. The details are on [URL_1]. Use account [ACCOUNTNAME_1], number: [ACCOUNTNUMBER_1], and password: [PASSWORD_1] to access.",33915755,True
"We have detected a payment of 0.00bBelize Dollar from your Distance Learning account Investment Account. If this wasn't done by you, report immediately providing your account number 94651337 and credit card 4138172643852356.","We have detected a payment of [AMOUNT_1][CURRENCY_1] from your Distance Learning account [ACCOUNTNAME_1]. If this wasn't done by you, report immediately providing your account number [ACCOUNTNUMBER_1] and credit card [CREDITCARDNUMBER_1].",94651337,True
"Greetings, Male! The Distance Learning module you've signed up for begins at 18:05. Please use the password sRNotokC9XK7 to log into your Learning Account Number 81736205. All expenses will be charged to your credit card 4293284791383355, issued by american_express.","Greetings, [SEX_1]! The Distance Learning module you've signed up for begins at [TIME_1]. Please use the password [PASSWORD_1] to log into your Learning Account Number [ACCOUNTNUMBER_1]. All expenses will be charged to your credit card [CREDITCARDNUMBER_1], issued by [CREDITCARDISSUER_1].",81736205,True
"As part of Heber's financial settlement, we'll examine assets like your Credit Card Account account with 40325831 in detail.","As part of [FIRSTNAME_1]'s financial settlement, we'll examine assets like your [ACCOUNTNAME_1] account with [ACCOUNTNUMBER_1] in detail.",40325831,True
We noticed from your account (Auto Loan Account 69946808) a transaction of lei185487.96 for Market Research expenses. Please confirm.,We noticed from your account ([ACCOUNTNAME_1] [ACCOUNTNUMBER_1]) a transaction of [CURRENCYSYMBOL_1][AMOUNT_1] for Market Research expenses. Please confirm.,69946808,True
Roxanne's dental service bill was reviewed. There are remaining charges of Bs179.6668k on account number 56012849 with SSN 161-27-6374. A payment scheme can be arranged upon request.,[FIRSTNAME_1]'s dental service bill was reviewed. There are remaining charges of [CURRENCYSYMBOL_1][AMOUNT_1] on account number [ACCOUNTNUMBER_1] with SSN [SSN_1]. A payment scheme can be arranged upon request.,56012849,True
Our Designer has recommended an update to our Baden-Württemberg continuity plan. Your 55904295 currently falls under the plan revision. Please confirm via our official communications channel (Mozilla/5.0 (Windows NT 5.1; WOW64; rv:12.4) Gecko/20100101 Firefox/12.4.5).,Our [JOBTYPE_1] has recommended an update to our [STATE_1] continuity plan. Your [ACCOUNTNUMBER_1] currently falls under the plan revision. Please confirm via our official communications channel ([USERAGENT_1]).,55904295,False
Johnny made a payment of K0.3078m from her account Home Loan Account (Account number 68649750). Please confirm the transaction.,[FIRSTNAME_1] made a payment of [CURRENCYSYMBOL_1][AMOUNT_1] from her account [ACCOUNTNAME_1] (Account number [ACCOUNTNUMBER_1]). Please confirm the transaction.,68649750,True
"Special vaccination arrangements have been made at 3933 near [-20.9731,-37.3741] for Androgyne. Please confirm with your Account 51795566 for verification.",Special vaccination arrangements have been made at [BUILDINGNUMBER_1] near [NEARBYGPSCOORDINATE_1] for [GENDER_1]. Please confirm with your Account [ACCOUNTNUMBER_1] for verification.,51795566,True
"I, Evalyn Mitchell, wish to access the Educational Fund. Account Name: Money Market Account, Account Number: 82266994. Requested Amount: £14,535.36. Do reach back to my email address Kevon14@hotmail.com or phone number 04-0053 7179.","I, [FIRSTNAME_1] [LASTNAME_1], wish to access the Educational Fund. Account Name: [ACCOUNTNAME_1], Account Number: [ACCOUNTNUMBER_1]. Requested Amount: [CURRENCYSYMBOL_1][AMOUNT_1]. Do reach back to my email address [EMAIL_1] or phone number [PHONENUMBER_1].",82266994,True
"Dear Alessandro, your application for the exchange program has been received. Please make payment with account 90724849 at PEEYRWEOXXX bank to secure your slot.","Dear [FIRSTNAME_1], your application for the exchange program has been received. Please make payment with account [ACCOUNTNUMBER_1] at [BIC_1] bank to secure your slot.",90724849,True
"Auto Loan Account 92260726 has registered an abrupt amount change of 160,204.78. Mrs. London, please draft an incident report.","Auto Loan Account [ACCOUNTNUMBER_1] has registered an abrupt amount change of [AMOUNT_1]. [PREFIX_1] [MIDDLENAME_1], please draft an incident report.",92260726,True
"Hello Luna, For proper tax calculation related to your Account Savings Account Number 97749150, please provide us the BIC code FMQMCAFN0E6.","Hello [FIRSTNAME_1], For proper tax calculation related to your Account [ACCOUNTNAME_1] Number [ACCOUNTNUMBER_1], please provide us the BIC code [BIC_1].",97749150,True
"Dear Rosario, We found your name in documents related to account 77807793. The documents also disclosed your 03/07/1978 and 410-51-2611, constituting a possible breach of ethical standards. A meeting has been set up for this Friday in Vaud to discuss the situation.","Dear [FIRSTNAME_1], We found your name in documents related to account [ACCOUNTNUMBER_1]. The documents also disclosed your [DOB_1] and [SSN_1], constituting a possible breach of ethical standards. A meeting has been set up for this Friday in [STATE_1] to discuss the situation.",77807793,True
"For auditing purpose, please provide details of all transactions carried out with BYN from 47962201.","For auditing purpose, please provide details of all transactions carried out with [CURRENCYCODE_1] from [ACCOUNTNUMBER_1].",47962201,False
Dealing with Checking Account with account number 69747536 and related transactions of value ﷼0.3m.,Dealing with [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1] and related transactions of value [CURRENCYSYMBOL_1][AMOUNT_1].,69747536,True
"Please approve the PR budget for this quarter, amounting to $ 51414.08, from the account 42462765.","Please approve the PR budget for this quarter, amounting to [CURRENCYSYMBOL_1] [AMOUNT_1], from the account [ACCOUNTNUMBER_1].",42462765,True
Access attempt was noticed from a different IP 5f34:f7ee:8e9a:d0ec:ee70:e31f:c8e8:a3de at 10. This account belongs to account number 24508907 registered in the city Irving.,Access attempt was noticed from a different IP [IP_1] at [TIME_1]. This account belongs to account number [ACCOUNTNUMBER_1] registered in the city [CITY_1].,24508907,True
"Dear Male, we noticed that your account 92221815 associated with IP 144.199.228.213 was accessed using a new device Mozilla/5.0 (Windows NT 6.2; Trident/7.0; rv:11.0) like Gecko. Please confirm this was you.","Dear [SEX_1], we noticed that your account [ACCOUNTNUMBER_1] associated with IP [IPV4_1] was accessed using a new device [USERAGENT_1]. Please confirm this was you.",92221815,True
"Good day, Emilio3. Is it possible to elaborate on the tax treatments for the overseas payment of 980k Sri Lanka Rupee made to account number 53008736 on 02/05/2000?","Good day, [USERNAME_1]. Is it possible to elaborate on the tax treatments for the overseas payment of [AMOUNT_1] [CURRENCY_1] made to account number [ACCOUNTNUMBER_1] on [DATE_1]?",53008736,True
Kindly provide me with all the details about recent transactions from the Personal Loan Account so we can calculate the medicine costs. Can you provide the account number 64395229?,Kindly provide me with all the details about recent transactions from the [ACCOUNTNAME_1] so we can calculate the medicine costs. Can you provide the account number [ACCOUNTNUMBER_1]?,64395229,True
"The defendant, Mrs. Alize Dakota Kirlin, residing at 59343, Bailey Green, South Aurelieborough, Alberta, 29887-3701, is accused of fraudulent activities involving Auto Loan Account with a number 92914736.","The defendant, [PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], residing at [BUILDINGNUMBER_1], [STREET_1], [CITY_1], [STATE_1], [ZIPCODE_1], is accused of fraudulent activities involving [ACCOUNTNAME_1] with a number [ACCOUNTNUMBER_1].",92914736,True
"Hi Mrs. Rath, we have noticed increased queries in human rights laws. Can you please lead an Assurance Team workshop on this subject on 1910-12-19T00:05:51.621Z at 00:24? Use your company's account (Auto Loan Account - Account Number: 42140588) to arrange the necessary resources.","Hi [PREFIX_1] [LASTNAME_1], we have noticed increased queries in human rights laws. Can you please lead an Assurance Team workshop on this subject on [DATE_1] at [TIME_1]? Use your company's account ([ACCOUNTNAME_1] - Account Number: [ACCOUNTNUMBER_1]) to arrange the necessary resources.",42140588,True
"Check out the full report on public school vs. private school success rates, prepared by Regional Group Officer in the account 16642093","Check out the full report on public school vs. private school success rates, prepared by [JOBTITLE_1] in the account [ACCOUNTNUMBER_1]",16642093,True
Yasmin Extension franchise detected multiple sign-ins from 137.136.189.98. Please reset your passwords and contact us at 38944481.,[STREET_1] franchise detected multiple sign-ins from [IPV4_1]. Please reset your passwords and contact us at [ACCOUNTNUMBER_1].,38944481,False
We process the ICU charges on a weekly basis with Egyptian Pound on the account number 60987026. Make sure to wrap things up by 1/63.,We process the ICU charges on a weekly basis with [CURRENCYNAME_1] on the account number [ACCOUNTNUMBER_1]. Make sure to wrap things up by [DATE_1].,60987026,True
There is a crucial part in the arbitration process regarding verification of the transaction coming from account number 79220962. This requires your login password prEF2swXKLy3. This is for verification purposes only.,There is a crucial part in the arbitration process regarding verification of the transaction coming from account number [ACCOUNTNUMBER_1]. This requires your login password [PASSWORD_1]. This is for verification purposes only.,79220962,True
"Kindly ensure the provided info (Home Loan Account, 07926639) by Andreane_Wisoky-Wisozk24 are correct as we are preparing the contract based on these details.","Kindly ensure the provided info ([ACCOUNTNAME_1], [ACCOUNTNUMBER_1]) by [USERNAME_1] are correct as we are preparing the contract based on these details.",7926639,True
Our client's payment has not been received. Please contact 02756136 and ask for an immediate funds transfer. The payment should be sent to the OTZCLKBS account.,Our client's payment has not been received. Please contact [ACCOUNTNUMBER_1] and ask for an immediate funds transfer. The payment should be sent to the [BIC_1] account.,2756136,False
"Dear all, Personal Loan Account has generously decided to work with us in achieving our goals with their heartfelt donation of S to our bank account 27338625. We're incredibly grateful for their support.","Dear all, [ACCOUNTNAME_1] has generously decided to work with us in achieving our goals with their heartfelt donation of [CURRENCYSYMBOL_1] to our bank account [ACCOUNTNUMBER_1]. We're incredibly grateful for their support.",27338625,True
"Hey, Mr. Beier, received the 968.6676k payment for your Savings Account (no. 04832957). Just a confirmation. Scheduled for your regular check-up next week at our South Ernestina branch.","Hey, [PREFIX_1] [LASTNAME_1], received the [AMOUNT_1] payment for your [ACCOUNTNAME_1] (no. [ACCOUNTNUMBER_1]). Just a confirmation. Scheduled for your regular check-up next week at our [CITY_1] branch.",4832957,True
"As per the latest hospital policies, all physical paperwork to account Home Loan Account number 65077374 with $ billing should be replaced with digital records. Kindly collect all remaining paperwork immediately.","As per the latest hospital policies, all physical paperwork to account [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1] with [CURRENCYSYMBOL_1] billing should be replaced with digital records. Kindly collect all remaining paperwork immediately.",65077374,True
"Mill Road and Stoltenberg Avenue, make sure 70416002 and 40687381 have updated to the latest security authentication. Call (576).4923799 in case of issues.","[STREET_1] and [STREET_2], make sure [ACCOUNTNUMBER_1] and [ACCOUNTNUMBER_2] have updated to the latest security authentication. Call [PHONENUMBER_1] in case of issues.",70416002,False
"Our focus on managing finances, not just details like 63769521 or 2876473834224784, brought forth promising progress today, Monserrate. We should explore this more.","Our focus on managing finances, not just details like [ACCOUNTNUMBER_1] or [CREDITCARDNUMBER_1], brought forth promising progress today, [FIRSTNAME_1]. We should explore this more.",63769521,False
"We are collecting money to provide adequate meals to children living in 24445-2684, to this account 47629991. Every Australian Dollar is appreciated!","We are collecting money to provide adequate meals to children living in [ZIPCODE_1], to this account [ACCOUNTNUMBER_1]. Every [CURRENCY_1] is appreciated!",47629991,True
"There was a fraudulent 207540 Pakistan Rupee transaction on 43541750 from IP address b9db:ddfa:8e7f:bcbe:e147:9ee9:aa13:fdcc on September 3, 2016.",There was a fraudulent [AMOUNT_1] [CURRENCY_1] transaction on [ACCOUNTNUMBER_1] from IP address [IPV6_1] on [DATE_1].,43541750,False
The transaction from the Credit Card Account with account number 55967244 for sponsorship has been successful. We extend our gratitude for your support and cooperation.,The transaction from the [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1] for sponsorship has been successful. We extend our gratitude for your support and cooperation.,55967244,True
05639103 contravenes compliance regulations. Account owner Mr. Kub should receive a cautionary notification.,[ACCOUNTNUMBER_1] contravenes compliance regulations. Account owner [PREFIX_1] [LASTNAME_1] should receive a cautionary notification.,5639103,False
The Checking Account with account number 09549797 was used for the transaction for therapy. Please confirm the transaction from 165.138.14.91.,The [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1] was used for the transaction for therapy. Please confirm the transaction from [IPV4_1].,9549797,True
"To fast track your educational funding application, please ensure that a balance of Rand 953k is available in your Personal Loan Account 75552370. This will expedite the grant allocation process, Shanon.","To fast track your educational funding application, please ensure that a balance of [CURRENCY_1] [AMOUNT_1] is available in your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. This will expedite the grant allocation process, [FIRSTNAME_1].",75552370,True
4. The online transaction on the Money Market Account with account number 65223014 for amount Db0.72m from IP Address cba8:a0bf:de6b:67c2:6eee:8f7f:a0f8:f9fe has been flagged for review by our compliance team.,4. The online transaction on the [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1] for amount [CURRENCYSYMBOL_1][AMOUNT_1] from IP Address [IPV6_1] has been flagged for review by our compliance team.,65223014,True
"In our contract with Mikayla22, we host all accounting matters on Money Market Account with the number 15621956. So updates will come from this account.","In our contract with [USERNAME_1], we host all accounting matters on [ACCOUNTNAME_1] with the number [ACCOUNTNUMBER_1]. So updates will come from this account.",15621956,True
"Hi Claude Tremblay, your cognitive therapy reservation is scheduled for 7/52 at 05:19. Please visit our offices at 214 Meghan Causeway West Cassandrastead 53548. Call us at 07871 781152 if you need assistance. The session cost is Дин.715.11k and can be paid through 69559463.","Hi [FIRSTNAME_1] [LASTNAME_1], your cognitive therapy reservation is scheduled for [DATE_1] at [TIME_1]. Please visit our offices at [BUILDINGNUMBER_1] [STREET_1] [CITY_1] [ZIPCODE_1]. Call us at [PHONENUMBER_1] if you need assistance. The session cost is [CURRENCYSYMBOL_1][AMOUNT_1] and can be paid through [ACCOUNTNUMBER_1].",69559463,False
"Dear Mr., please use account number 40821317 to complete transactions on behalf of Pollich, Goldner and Luettgen, the transactions should be in Nepalese Rupee.","Dear [PREFIX_1], please use account number [ACCOUNTNUMBER_1] to complete transactions on behalf of [COMPANYNAME_1], the transactions should be in [CURRENCY_1].",40821317,True
"Dear Miss Dianna. We appreciate your continuous support for your Bigender child's unique learning experience. Kindly cross-check the account details: 92633873, Savings Account and ensure the transaction of ₨679.5134k by the end of the month.","Dear [PREFIX_1] [FIRSTNAME_1]. We appreciate your continuous support for your [GENDER_1] child's unique learning experience. Kindly cross-check the account details: [ACCOUNTNUMBER_1], [ACCOUNTNAME_1] and ensure the transaction of [CURRENCYSYMBOL_1][AMOUNT_1] by the end of the month.",92633873,True
"Audrey, you need to get more intravenous lines. Contact our supplier and use the account 03311509, make sure to confirm payment with jcb.","[FIRSTNAME_1], you need to get more intravenous lines. Contact our supplier and use the account [ACCOUNTNUMBER_1], make sure to confirm payment with [CREDITCARDISSUER_1].",3311509,True
"Aliya, As a part of our Change Management plan, we're updating our software. To complete this process, you'll have to input your account number, 78808313. For any queries, reach out to our helpdesk.","[FIRSTNAME_1], As a part of our Change Management plan, we're updating our software. To complete this process, you'll have to input your account number, [ACCOUNTNUMBER_1]. For any queries, reach out to our helpdesk.",78808313,True
You're all set Nadia! Your new Investment Account is all set up. Please note your account number 07141393. Please confirm by clicking on this link: https://calculating-briefing.biz/ and use the Z20IvQ65kBNk given.,You're all set [FIRSTNAME_1]! Your new [ACCOUNTNAME_1] is all set up. Please note your account number [ACCOUNTNUMBER_1]. Please confirm by clicking on this link: [URL_1] and use the [PASSWORD_1] given.,7141393,True
The new STEM program expenses can be charged to account Money Market Account with number 19468204. The currency code is LAK.,The new STEM program expenses can be charged to account [ACCOUNTNAME_1] with number [ACCOUNTNUMBER_1]. The currency code is [CURRENCYCODE_1].,19468204,True
Health and wellness programs planned at our Northwest branch payable through Credit Card Account 48571505. Let's work together towards a healthier tomorrow!,Health and wellness programs planned at our [ORDINALDIRECTION_1] branch payable through [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. Let's work together towards a healthier tomorrow!,48571505,True
"Mix active (Auto Loan Account) and passive (58251121) learning techniques, Kayla. They can complement each other spectacularly.","Mix active ([ACCOUNTNAME_1]) and passive ([ACCOUNTNUMBER_1]) learning techniques, [FIRSTNAME_1]. They can complement each other spectacularly.",58251121,True
